date	n	r L1_alb	prob	cpue_r L1_alb	prob	n	r L2_alb	prob	cpue_r L2_alb	prob	n	r L3_alb	prob	cpue_r L3_alb	prob	n	r L4_alb	prob	cpue_r L4_alb	prob	n	r L5_alb	prob	cpue_r L5_alb	prob	n	r L6_alb	prob	cpue_r L6_alb	prob	n	r L7_alb	prob	cpue_r L7_alb	prob	n	r T8_alb	prob	cpue_r T8_alb	prob	n	r G9_alb	prob	cpue_r G9_alb	prob	n	r L10_alb	prob	cpue_r L10_alb	prob	n	r L11_alb	prob	cpue_r L11_alb	prob	n	r L12_alb	prob	cpue_r L12_alb	prob	n	r L13_alb	prob	cpue_r L13_alb	prob	n	r L14_alb	prob	cpue_r L14_alb	prob	n	r L15_alb	prob	cpue_r L15_alb	prob	n	r L16_alb	prob	cpue_r L16_alb	prob	
4-1987	13	0.431526	0.140927	0.738565	0.00393352	25	0.916774	1.21167e-10	0.632199	0.000697821	14	0.924898	2.2002e-06	0.478928	0.0831644	20	1	4.75554e-107	1	1.11957e-94	6	0.930785	0.00702027	0.400795	0.430999	134	1	0	1	0	0	0	1	0	1	66	1	0	1	4.81862e-320	0	0	1	0	1	9	0.955271	5.96427e-05	0.0977847	0.802375	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	3	0.988636	0.096068	0.640169	0.557729	0	0	1	0	1	
5-1987	15	0.683889	0.00493079	0.61472	0.0147437	31	0.607862	0.000286584	0.690174	1.73763e-05	17	0.982127	2.71387e-12	0.332405	0.192372	26	1	1.98175e-144	1	2.73508e-135	3	0.711299	0.496214	0.612732	0.580141	120	1	0	1	0	0	0	1	0	1	13	1	-nan	3.46755e-09	1	0	0	1	0	1	12	0.517356	0.0849583	-0.117265	0.716645	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	4	0.998307	0.00169291	0.797616	0.202384	0	0	1	0	1	
6-1987	17	0.864407	7.62913e-06	0.548734	0.0225456	18	0.595095	0.00917945	0.807214	5.13633e-05	19	0.906384	9.04538e-08	0.289371	0.229508	24	1	3.55947e-137	1	7.31206e-129	3	-0.867259	0.33176	-0.161817	0.896529	130	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	17	0.664197	0.00363762	-0.0382056	0.884254	0	0	1	0	1	1	-nan	-nan	-nan	-nan	0	0	1	0	1	0	0	1	0	1	2	1	-nan	1	-nan	0	0	1	0	1	
7-1987	18	0.669888	0.00235399	-0.0310155	0.902765	30	0.856299	1.59314e-09	0.654705	8.66103e-05	23	0.942485	1.83854e-11	0.63705	0.00107915	31	1	1.11717e-165	1	7.09159e-165	5	0.949415	0.0135534	0.444264	0.453547	172	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	23	0.563608	0.00509931	-0.0849699	0.699886	0	0	1	0	1	3	0.981325	0.123226	0.302551	0.804324	0	0	1	0	1	0	0	1	0	1	1	-nan	-nan	-nan	-nan	0	0	1	0	1	
8-1987	19	0.790681	5.58489e-05	-0.113105	0.644778	25	0.308689	0.13326	0.21855	0.29392	14	0.988183	3.83274e-11	0.783181	0.000923133	20	1	4.15509e-108	1	1.48934e-101	3	0.999756	0.0140541	0.936837	0.227478	203	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	26	0.494313	0.0102624	-0.309098	0.124418	0	0	1	0	1	5	0.847543	0.0698017	0.540647	0.346813	0	0	1	0	1	0	0	1	0	1	2	1	-nan	1	-nan	0	0	1	0	1	
9-1987	16	0.757895	0.000670049	-0.122849	0.650362	31	0.751764	1.08801e-06	0.847608	1.78759e-09	20	0.91622	1.42058e-08	0.37153	0.106768	20	1	4.92228e-102	1	7.29938e-97	3	0.98537	0.109032	-0.883166	0.310815	243	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	30	0.61066	0.000338515	-0.361159	0.0498965	0	0	1	0	1	6	0.531665	0.277644	-0.0105631	0.984156	0	0	1	0	1	0	0	1	0	1	2	1	-nan	-1	-nan	0	0	1	0	1	
10-1987	5	0.91546	0.0291299	-0.273489	0.656174	38	0.93005	3.14018e-17	0.851476	1.24176e-11	22	0.938868	1.02079e-10	0.694573	0.000334761	55	1	0	1	3.10456e-315	4	0.996845	0.00315489	0.876053	0.123947	158	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	32	0.662961	3.55455e-05	0.0952096	0.604222	0	0	1	0	1	7	0.763339	0.0458528	0.810227	0.0271268	0	0	1	0	1	0	0	1	0	1	3	0.999193	0.0255789	-0.494691	0.670562	0	0	1	0	1	
11-1987	3	0.619914	0.574335	-0.993074	0.0749675	41	0.739288	3.37912e-08	0.897413	1.94332e-15	17	0.979469	7.61574e-12	0.812745	7.33052e-05	43	1	2.6455e-246	1	2.05378e-240	4	0.995093	0.00490682	-0.150658	0.849342	95	1	0	1	0	0	0	1	0	1	13	1	1.22502e-78	-3.78002e-10	1	16	1	7.13766e-109	-nan	-nan	13	0.623601	0.0227609	0.492521	0.0872851	0	0	1	0	1	13	0.657059	0.0146842	0.540854	0.0563195	0	0	1	0	1	0	0	1	0	1	2	1	-nan	1	-nan	0	0	1	0	1	
12-1987	3	0.956084	0.189369	0.412212	0.729513	38	0.863195	3.12856e-12	0.930399	2.87762e-17	17	0.854289	1.26923e-05	0.630838	0.00662216	29	1	1.97421e-149	1	1.26869e-142	4	0.998023	0.00197667	0.998892	0.00110775	130	1	0	1	0	0	0	1	0	1	60	1	0	1	0	30	1	3.47686e-146	1	1.21837e-128	10	0.662079	0.0370147	0.559172	0.0928605	0	0	1	0	1	7	0.298434	0.51562	0.423269	0.344036	0	0	1	0	1	0	0	1	0	1	2	1	-nan	1	-nan	0	0	1	0	1	
1-1988	10	0.793196	0.00618247	0.485386	0.154996	38	0.55244	0.000322854	0.884589	1.75896e-13	19	0.918155	3.00732e-08	0.0411904	0.867035	18	1	1.61371e-75	1	2.09143e-62	1	-nan	-nan	-nan	-nan	174	1	0	1	0	0	0	1	0	1	98	1	0	1	0	44	1	3.98731e-184	1	7.90112e-172	8	0.518053	0.188451	0.86764	0.00523689	0	0	1	0	1	4	0.573039	0.426961	0.651405	0.348595	0	0	1	0	1	0	0	1	0	1	1	-nan	-nan	-nan	-nan	0	0	1	0	1	
2-1988	8	0.821204	0.0124418	0.427202	0.291116	30	0.919002	7.76724e-13	0.683855	3.09714e-05	14	0.846715	0.00013347	-0.324828	0.257151	18	1	6.56301e-101	1	4.93425e-81	4	0.0459834	0.954017	-0.0754126	0.924587	134	1	0	1	0	0	0	1	0	1	73	1	6.56119e-321	1	4.01181e-321	36	1	8.70408e-163	1	3.4451e-155	10	0.680599	0.0302974	0.736179	0.0151941	0	0	1	0	1	6	0.808524	0.0514845	0.545248	0.263178	0	0	1	0	1	0	0	1	0	1	2	1	-nan	-1	-nan	0	0	1	0	1	
3-1988	12	0.280382	0.377394	0.38599	0.215242	31	0.606296	0.000300042	0.638339	0.000111599	18	0.893074	6.11347e-07	-0.0531352	0.834139	16	1	8.94638e-98	1	7.37958e-93	5	0.94991	0.0133558	0.6803	0.206271	156	1	0	1	0	0	0	1	0	1	78	1	7.99928e-303	1	4.25392e-303	30	1	1.00828e-156	1	5.63273e-150	11	0.848997	0.000946688	0.50176	0.115816	0	0	1	0	1	8	-0.135121	0.749715	0.559184	0.149589	0	0	1	0	1	0	0	1	0	1	1	-nan	-nan	-nan	-nan	0	0	1	0	1	
4-1988	11	0.0179504	0.958223	0.481617	0.133619	33	0.966413	7.48546e-20	0.860341	1.38307e-10	9	0.965739	2.37027e-05	0.714763	0.0304625	26	1	9.0201e-153	1	6.08268e-143	1	-nan	-nan	-nan	-nan	130	1	0	1	0	0	0	1	0	1	35	1	7.51671e-162	1	2.97318e-155	0	0	1	0	1	12	0.615664	0.0330676	0.274962	0.387071	0	0	1	0	1	5	0.856425	0.0638809	0.335846	0.580567	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	
5-1988	23	0.676642	0.00039212	0.261435	0.228213	40	0.797965	7.00097e-10	0.451847	0.0034239	13	0.981115	3.38843e-09	0.778336	0.00172516	32	1	4.12641e-196	1	3.1695e-171	0	0	1	0	1	140	1	0	1	0	0	0	1	0	1	8	1	1.78972e-40	0	1	0	0	1	0	1	13	0.0968883	0.752854	-0.358796	0.228623	0	0	1	0	1	2	0.94509	-nan	0.578292	-nan	0	0	1	0	1	0	0	1	0	1	2	1	-nan	-1	-nan	0	0	1	0	1	
6-1988	22	0.76748	3.0632e-05	0.397924	0.0666435	44	0.635786	3.52886e-06	0.526352	0.000242621	13	0.975624	1.36476e-08	-0.244262	0.421249	30	1	4.28272e-178	1	1.97681e-156	1	-nan	-nan	-nan	-nan	140	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	17	0.731868	0.000838757	0.0631178	0.80982	0	0	1	0	1	6	0.0703827	0.8946	0.421942	0.404647	0	0	1	0	1	0	0	1	0	1	2	1	-nan	1	-nan	0	0	1	0	1	
7-1988	17	0.770668	0.000293883	-0.237683	0.358302	43	0.610319	1.38967e-05	0.608983	1.46839e-05	10	0.879403	0.000798075	0.0058862	0.987124	31	1	1.09726e-169	1	1.66282e-156	1	-nan	-nan	-nan	-nan	143	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	24	0.586366	0.0026007	-0.0709864	0.741693	0	0	1	0	1	8	0.221525	0.598029	0.507487	0.199214	0	0	1	0	1	0	0	1	0	1	1	-nan	-nan	-nan	-nan	0	0	1	0	1	
8-1988	17	0.532295	0.0278365	-0.174641	0.502604	33	0.68292	1.19258e-05	0.706245	4.38347e-06	14	0.951715	1.64824e-07	0.570738	0.0330473	31	1	3.542e-171	1	1.4193e-165	3	-0.964252	0.170734	0.937777	0.22576	136	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	37	0.613022	5.49264e-05	-0.376924	0.0214713	0	0	1	0	1	13	0.683143	0.0100586	0.325617	0.277624	0	0	1	0	1	0	0	1	0	1	3	0.9166	0.261844	0.0723529	0.953898	0	0	1	0	1	
9-1988	11	0.916944	7.11427e-05	-0.0109683	0.974467	34	0.693777	5.37262e-06	0.802572	1.13633e-08	18	0.959346	3.30168e-10	0.575698	0.0124162	37	1	2.38349e-227	1	2.38899e-213	1	-nan	-nan	-nan	-nan	170	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	35	0.653834	2.05073e-05	-0.207911	0.230723	0	0	1	0	1	8	0.288701	0.488012	0.371284	0.365174	0	0	1	0	1	0	0	1	0	1	2	1	-nan	1	-nan	0	0	1	0	1	
10-1988	8	0.503633	0.203218	0.00565737	0.989393	39	0.708195	4.57557e-07	0.827033	8.64947e-11	20	0.928848	3.42202e-09	0.466177	0.0382851	45	1	1.69796e-263	1	8.73897e-246	2	1	-nan	-1	-nan	88	1	0	1	0	0	0	1	0	1	0	0	1	0	1	81	1	0	1	0	24	0.822427	8.17899e-07	-0.25331	0.232354	0	0	1	0	1	11	0.68629	0.0196989	0.851751	0.000875085	0	0	1	0	1	0	0	1	0	1	3	0.996202	0.0555053	0.999367	0.0226571	0	0	1	0	1	
11-1988	4	-0.161477	0.838523	0.247255	0.752745	38	0.590608	9.4804e-05	0.821969	2.50743e-10	15	0.854777	4.91739e-05	0.743166	0.00149896	31	1	1.96349e-176	1	9.77924e-156	3	0.999789	0.013068	0.296808	0.808156	100	1	0	1	0	0	0	1	0	1	0	0	1	0	1	140	1	0	1	0	13	0.931609	3.64955e-06	0.338777	0.257511	0	0	1	0	1	8	0.856767	0.0065798	0.573977	0.136802	0	0	1	0	1	0	0	1	0	1	2	1	-nan	-1	-nan	0	0	1	0	1	
12-1988	3	0.72034	0.487972	0.484879	0.677727	37	0.481539	0.00254873	0.838316	9.49659e-11	11	0.701448	0.0161538	-0.326794	0.326645	18	0.999966	9.26258e-35	0.998495	1.31379e-21	3	0.980946	0.124474	0.982709	0.118558	84	1	0	1	0	0	0	1	0	1	72	1	3.01523e-307	1	4.8915e-291	174	0.997939	4.49961e-207	0.998203	3.38068e-212	9	0.960434	3.90237e-05	0.790099	0.0112842	0	0	1	0	1	6	0.949856	0.00370863	0.797159	0.0575437	0	0	1	0	1	0	0	1	0	1	3	0.976698	0.137703	0.576358	0.608947	0	0	1	0	1	
1-1989	2	0.99754	-nan	0.756218	-nan	29	0.353851	0.0596774	0.86383	1.59013e-09	9	0.682149	0.0429449	0.361654	0.338896	26	0.999997	4.48051e-64	0.999942	9.45135e-49	4	0.970352	0.029648	-0.0483874	0.951613	130	1	0	1	0	0	0	1	0	1	100	0.999957	4.9224e-201	0.999968	1.42123e-207	187	0.998923	1.13912e-248	0.99902	1.83928e-252	8	0.705332	0.0506612	0.836566	0.00961964	0	0	1	0	1	7	0.849448	0.0155493	0.539261	0.211607	0	0	1	0	1	0	0	1	0	1	2	1	-nan	-1	-nan	0	0	1	0	1	
2-1989	4	0.968023	0.0319773	0.654599	0.345401	21	0.588361	0.00502304	0.766797	5.01636e-05	8	0.979062	2.25889e-05	-0.126073	0.766106	18	1	6.8981e-92	1	2.19267e-74	5	0.815863	0.0921869	0.76322	0.133288	137	1	0	1	0	0	0	1	0	1	81	1	2.67001e-290	1	1.05654e-286	212	0.99943	4.75449e-311	0.999259	4.2965e-299	10	0.799074	0.00555105	0.318648	0.369525	0	0	1	0	1	8	0.682192	0.0623363	0.678949	0.0640886	0	0	1	0	1	0	0	1	0	1	3	0.978235	0.133064	0.981762	0.121772	0	0	1	0	1	
3-1989	10	0.322281	0.363784	0.38984	0.265436	23	0.348887	0.102756	0.643833	0.000916389	16	0.85584	2.34951e-05	0.175485	0.515645	18	1	3.77098e-90	1	6.39977e-81	5	0.996582	0.000239706	0.416791	0.485117	128	1	0	1	0	0	0	1	0	1	121	1	0	1	0	205	1	0	1	0	8	0.72243	0.0429516	0.922589	0.00109341	0	0	1	0	1	4	0.91215	0.0878502	0.696696	0.303304	0	0	1	0	1	0	0	1	0	1	2	1	-nan	-1	-nan	0	0	1	0	1	
4-1989	13	-0.0546435	0.859274	0.355344	0.233456	27	0.446275	0.0196298	0.698241	5.12579e-05	12	0.918828	2.41877e-05	0.462573	0.129974	18	1	2.01044e-107	1	3.00727e-98	4	0.55206	0.44794	0.992236	0.00776439	102	1	0	1	0	0	0	1	0	1	80	1	0	1	0	36	1	1.02889e-168	1	3.53819e-172	11	0.570755	0.0666919	0.33033	0.321125	0	0	1	0	1	4	0.862754	0.137246	0.614823	0.385177	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	
5-1989	22	0.733119	0.000103895	0.365652	0.0942333	44	0.328543	0.0294497	0.550209	0.000109194	23	0.928477	1.70341e-10	-0.369344	0.0828351	26	1	1.03854e-144	1	2.66113e-134	5	0.316117	0.604315	0.67437	0.211825	122	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	10	0.542402	0.105263	-0.0729137	0.841346	0	0	1	0	1	5	0.792978	0.109494	0.670837	0.215154	0	0	1	0	1	0	0	1	0	1	4	0.999141	0.000858632	-0.413749	0.586251	0	0	1	0	1	
6-1989	20	0.840563	3.4909e-06	0.462316	0.0401341	32	0.213904	0.239774	0.727758	2.36036e-06	16	0.708633	0.00212017	-0.433543	0.0934163	56	1	1.85174e-284	1	2.45098e-263	3	0.999836	0.0115289	0.959125	0.182648	92	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	18	0.860036	4.72871e-06	-0.253241	0.310617	0	0	1	0	1	7	0.875286	0.00985352	0.762307	0.0463265	0	0	1	0	1	0	0	1	0	1	3	0.989472	0.0924579	0.192991	0.876363	0	0	1	0	1	
7-1989	17	0.945834	9.98053e-09	-0.196815	0.448971	35	0.33915	0.0462522	0.844144	1.8779e-10	19	0.713425	0.000604489	-0.48953	0.0333918	36	1	7.11311e-166	1	2.69252e-153	2	1	-nan	-1	-nan	139	1	0	1	0	0	0	1	0	1	8	1	-nan	-nan	-nan	0	0	1	0	1	17	0.722289	0.00105822	-0.250367	0.332438	0	0	1	0	1	9	0.207845	0.59153	0.00910988	0.981443	0	0	1	0	1	0	0	1	0	1	2	1	-nan	1	-nan	0	0	1	0	1	
8-1989	14	0.81472	0.0003868	-0.134586	0.646434	37	0.589344	0.00012409	0.691378	2.15893e-06	25	0.921821	6.05215e-11	0.75583	1.24655e-05	61	1	0	1	4.02805e-294	4	0.997992	0.00200809	-0.114379	0.885621	118	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	22	0.710768	0.000209394	-0.0973394	0.666514	0	0	1	0	1	10	0.383777	0.273591	-0.171893	0.634898	1	-nan	-nan	-nan	-nan	0	0	1	0	1	2	1	-nan	-1	-nan	0	0	1	0	1	
9-1989	13	0.873169	9.71107e-05	-0.32521	0.278261	31	0.367266	0.0421063	0.880649	6.45153e-11	19	0.953555	2.7523e-10	0.873701	1.02799e-06	38	1	9.90554e-255	1	3.36537e-245	5	0.898698	0.038111	-0.741329	0.15165	148	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	35	0.738182	4.16823e-07	0.430719	0.00979565	0	0	1	0	1	10	0.470773	0.169671	0.599196	0.0671499	1	-nan	-nan	-nan	-nan	0	0	1	0	1	3	0.965896	0.166739	-0.982781	0.11831	0	0	1	0	1	
10-1989	10	0.663816	0.0363456	0.341562	0.334069	33	0.721687	2.1407e-06	0.722255	2.0832e-06	7	0.653903	0.111118	-0.177775	0.702947	30	1	1.02861e-184	1	3.56852e-172	5	0.993817	0.000583037	0.158285	0.79931	80	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	26	0.356547	0.0737896	0.603056	0.00111027	0	0	1	0	1	6	0.370233	0.470025	0.466548	0.350954	1	-nan	-nan	-nan	-nan	0	0	1	0	1	4	0.981235	0.0187646	-0.382804	0.617196	0	0	1	0	1	
11-1989	4	0.351211	0.648789	0.658773	0.341227	31	0.138953	0.455974	0.867762	2.61792e-10	9	0.896941	0.00104472	-0.314356	0.410019	20	1	4.06063e-94	1	1.37119e-81	4	0.93507	0.0649304	0.909877	0.0901232	68	1	0	1	0	0	0	1	0	1	65	1	0	1	0	40	1	7.64014e-191	1	8.07268e-180	6	0.993	7.3324e-05	0.724185	0.10362	0	0	1	0	1	0	0	1	0	1	1	-nan	-nan	-nan	-nan	0	0	1	0	1	3	0.995216	0.0622956	-0.344815	0.775883	0	0	1	0	1	
12-1989	6	0.826849	0.042376	0.478641	0.336867	26	0.500024	0.00928983	0.837137	9.75461e-08	12	0.836226	0.000700006	0.598883	0.039626	18	1	3.02408e-56	0.999999	3.80488e-46	3	0.909501	0.272928	0.335223	0.782377	76	1	0	1	0	0	0	1	0	1	137	1	0	1	0	30	0.999854	4.96056e-51	0.999857	3.75434e-51	7	0.954874	0.000810854	0.0303075	0.948572	0	0	1	0	1	3	0.0139119	0.991143	0.561843	0.620185	2	1	-nan	1	-nan	0	0	1	0	1	2	1	-nan	1	-nan	0	0	1	0	1	
1-1990	10	0.808069	0.00467586	0.487463	0.152974	28	0.19601	0.317483	0.829471	4.87864e-08	8	0.64217	0.0860031	0.560456	0.148465	20	1	1.14659e-76	1	5.73294e-59	5	0.880387	0.0487584	-0.419247	0.482277	136	1	0	1	0	0	0	1	0	1	50	1	1.06518e-198	1	3.92209e-189	62	0.999956	2.80479e-123	0.999963	8.83172e-126	10	0.0918885	0.800683	0.347341	0.325414	0	0	1	0	1	7	0.775195	0.0406028	0.638343	0.122862	3	0.996869	0.0503901	-0.999719	0.0150953	0	0	1	0	1	2	1	-nan	-1	-nan	0	0	1	0	1	
2-1990	10	0.651925	0.0410927	0.259116	0.469731	15	0.165236	0.556192	0.628684	0.0120595	8	0.592313	0.121829	0.443838	0.270636	16	1	1.63042e-79	1	3.3513e-69	4	0.977346	0.0226539	0.108286	0.891714	105	1	0	1	0	0	0	1	0	1	76	1	6.26171e-313	1	1.29309e-306	116	1	0	1	0	7	-0.357133	0.431626	0.716981	0.0697842	0	0	1	0	1	10	0.437051	0.206591	0.667185	0.035071	2	1	-nan	-1	-nan	0	0	1	0	1	2	1	-nan	-1	-nan	0	0	1	0	1	
3-1990	12	0.452665	0.139499	0.419902	0.174155	18	0.777975	0.000143917	0.628892	0.00517667	8	0.883707	0.00359691	0.0993031	0.815027	24	1	3.4147e-163	1	8.85687e-151	5	0.992637	0.000757547	-0.750616	0.143775	102	1	0	1	0	0	0	1	0	1	64	1	4.30934e-208	1	3.79504e-198	42	1	1.34168e-149	1	7.14755e-149	8	0.586029	0.126851	0.561827	0.147259	0	0	1	0	1	6	0.977329	0.000765128	0.540535	0.268164	1	-nan	-nan	-nan	-nan	0	0	1	0	1	3	0.977235	0.1361	-0.560105	0.621522	0	0	1	0	1	
4-1990	13	0.291132	0.334518	0.318801	0.288391	19	0.307813	0.199829	0.0528131	0.82998	4	0.677293	0.322707	0.660764	0.339236	20	1	2.05856e-125	1	5.58082e-118	3	0.0211131	0.986558	0.870422	0.327693	116	1	0	1	0	1	-nan	-nan	-nan	-nan	27	1	2.7375e-137	1	3.54927e-128	0	0	1	0	1	10	-0.109595	0.763119	0.235263	0.512913	0	0	1	0	1	6	-0.192695	0.714535	0.394271	0.439238	1	-nan	-nan	-nan	-nan	0	0	1	0	1	2	1	-nan	1	-nan	0	0	1	0	1	
5-1990	14	0.75957	0.0016237	0.577844	0.0304461	21	0.562203	0.0079854	0.448522	0.0414163	6	-0.21279	0.685633	0.130958	0.804687	26	1	5.42333e-150	1	4.09444e-134	5	0.961847	0.00889456	-0.403754	0.500254	100	1	0	1	0	1	-nan	-nan	-nan	-nan	8	1	1.59618e-43	0.431794	0.285391	0	0	1	0	1	8	0.433176	0.283677	-0.328234	0.427336	0	0	1	0	1	2	0.559841	-nan	0.858526	-nan	2	1	-nan	1	-nan	0	0	1	0	1	1	-nan	-nan	-nan	-nan	0	0	1	0	1	
6-1990	20	0.669198	0.00125203	0.351905	0.128113	25	0.867342	2.00971e-08	0.638236	0.00059711	5	0.793981	0.108717	0.0727078	0.907507	32	1	1.18181e-170	1	2.30034e-157	6	0.962355	0.00209909	0.531993	0.277292	111	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	10	0.964609	6.57659e-06	-0.00674541	0.985245	0	0	1	0	1	3	0.822203	0.385489	0.663113	0.53847	2	1	-nan	1	-nan	0	0	1	0	1	2	1	-nan	1	-nan	0	0	1	0	1	
7-1990	17	0.711995	0.00134485	0.011203	0.965962	24	0.582535	0.00281779	0.763919	1.39816e-05	9	0.948191	9.9057e-05	0.571283	0.108096	48	1	1.73911e-242	1	4.39444e-228	6	0.984914	0.000339672	-0.689972	0.129277	169	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	16	0.627627	0.00924471	-0.225655	0.400729	0	0	1	0	1	7	0.733496	0.0606342	0.413265	0.356763	2	1	-nan	1	-nan	0	0	1	0	1	1	-nan	-nan	-nan	-nan	0	0	1	0	1	
8-1990	22	0.530797	0.011034	-0.425519	0.0483406	27	0.32996	0.0927939	0.797091	6.48177e-07	6	0.908501	0.012175	0.738142	0.0938769	56	1	0	1	0	4	0.999929	7.10526e-05	0.534845	0.465155	187	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	13	0.503276	0.0795648	-0.35399	0.23537	0	0	1	0	1	11	-0.0803389	0.814356	0.824454	0.0017959	2	1	-nan	1	-nan	0	0	1	0	1	4	0.994061	0.00593945	0.579902	0.420098	0	0	1	0	1	
9-1990	14	0.755581	0.00177536	0.0715631	0.80792	37	0.644686	1.65724e-05	0.512005	0.001198	10	0.884888	0.00066706	0.738885	0.0146327	55	1	6.5115e-303	1	5.47999e-286	3	0.99997	0.00492799	0.771127	0.439387	177	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	17	0.646201	0.0050686	-0.19907	0.443687	0	0	1	0	1	3	0.97685	0.13725	0.790263	0.419888	2	1	-nan	1	-nan	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	
10-1990	11	0.866407	0.000560057	0.589855	0.056123	30	0.692924	2.19603e-05	0.543311	0.00191759	9	0.238256	0.537007	-0.206022	0.594859	55	1	0	1	0	4	0.946658	0.0533425	0.926859	0.0731406	149	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	16	0.524075	0.0371791	0.17483	0.517236	0	0	1	0	1	3	0.232834	0.8504	0.677699	0.525955	2	1	-nan	1	-nan	0	0	1	0	1	3	0.951594	0.19889	0.177539	0.886373	0	0	1	0	1	
11-1990	6	0.682243	0.135412	-0.398535	0.433847	25	0.612476	0.00113614	0.250298	0.227531	17	0.797221	0.000126934	0.361774	0.153612	55	1	3.41893e-321	1	5.62273e-305	2	1	-nan	1	-nan	89	1	0	1	0	0	0	1	0	1	66	1	0	1	0	0	0	1	0	1	11	0.849366	0.00093684	0.788048	0.00396467	0	0	1	0	1	2	0.339919	-nan	0.56068	-nan	2	1	-nan	-1	-nan	0	0	1	0	1	3	0.999989	0.0029279	0.906334	0.277739	0	0	1	0	1	
12-1990	4	0.969309	0.0306915	-0.0720502	0.92795	24	0.392314	0.0579389	0.437347	0.0325858	8	0.754219	0.0306121	-0.126295	0.765703	40	1	5.5739e-239	1	1.34322e-223	2	1	-nan	1	-nan	111	1	0	1	0	0	0	1	0	1	143	1	0	1	0	0	0	1	0	1	9	0.726683	0.0265743	0.889076	0.00134071	0	0	1	0	1	1	0.575723	-nan	0.878361	-nan	2	1	-nan	1	-nan	0	0	1	0	1	3	0.126442	0.919288	-0.999007	0.0283761	0	0	1	0	1	
1-1991	7	0.957281	0.000707949	-0.383484	0.395772	13	0.718537	0.00565756	0.864049	0.000139702	18	0.955931	6.22765e-10	0.605709	0.00771954	35	1	1.95513e-232	1	9.26076e-215	4	0.999903	9.68787e-05	0.675426	0.324574	154	1	0	1	0	0	0	1	0	1	137	1	0	1	0	0	0	1	0	1	7	0.107201	0.819053	0.128212	0.784125	0	0	1	0	1	1	0.768388	-nan	0.8977	-nan	2	1	-nan	-1	-nan	0	0	1	0	1	1	-nan	-nan	-nan	-nan	0	0	1	0	1	
2-1991	9	0.937511	0.000188874	-0.207045	0.59299	15	0.389413	0.151367	0.669345	0.00634854	15	0.814679	0.000216586	0.401848	0.137606	22	1	1.79007e-148	1	2.54385e-118	6	0.8317	0.0401039	-0.350331	0.496001	134	1	0	1	0	1	-nan	-nan	-nan	-nan	153	1	0	1	0	0	0	1	0	1	8	0.361579	0.378813	0.549628	0.158185	0	0	1	0	1	4	0.0564921	0.943508	0.480101	0.519899	3	0.946543	0.209098	0.97713	0.136415	0	0	1	0	1	2	1	-nan	1	-nan	0	0	1	0	1	
3-1991	14	0.206631	0.478468	0.416685	0.138305	26	0.539865	0.00441811	0.196408	0.336228	15	0.728574	0.00206509	0.275174	0.320893	20	1	1.94794e-123	1	9.35532e-114	4	0.997478	0.00252191	-0.520855	0.479145	128	1	0	1	0	0	0	1	0	1	137	1	0	1	0	0	0	1	0	1	8	0.778938	0.0227275	-0.100169	0.813435	0	0	1	0	1	7	0.411744	0.358714	0.469255	0.288098	2	1	-nan	-1	-nan	0	0	1	0	1	2	1	-nan	1	-nan	0	0	1	0	1	
