date	n	r L1_alb	prob	cpue_r L1_alb	prob	n	r L2_alb	prob	cpue_r L2_alb	prob	n	r L3_alb	prob	cpue_r L3_alb	prob	n	r L4_alb	prob	cpue_r L4_alb	prob	n	r L5_alb	prob	cpue_r L5_alb	prob	n	r L6_alb	prob	cpue_r L6_alb	prob	n	r L7_alb	prob	cpue_r L7_alb	prob	n	r T8_alb	prob	cpue_r T8_alb	prob	n	r G9_alb	prob	cpue_r G9_alb	prob	n	r L10_alb	prob	cpue_r L10_alb	prob	n	r L11_alb	prob	cpue_r L11_alb	prob	n	r L12_alb	prob	cpue_r L12_alb	prob	n	r L13_alb	prob	cpue_r L13_alb	prob	n	r L14_alb	prob	cpue_r L14_alb	prob	n	r L15_alb	prob	cpue_r L15_alb	prob	n	r L16_alb	prob	cpue_r L16_alb	prob	
8-2005	9	0.84737	0.00392651	-0.793279	0.0107329	32	0.743742	1.07241e-06	0.275054	0.127609	53	0.913626	1.40855e-21	0.545137	2.435e-05	87	1	0	1	0	6	0.904035	0.0133722	0.694069	0.126074	621	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	21	0.859965	5.81938e-07	-0.228502	0.319118	7	0.984625	5.58351e-05	-0.0330857	0.943863	12	0.637214	0.0258356	0.688823	0.0132353	16	0.983003	1.05064e-11	0.42402	0.101671	153	1	0	1	0	10	0.945607	3.58527e-05	0.380052	0.278669	18	0.928441	2.7576e-08	0.357403	0.14537	
9-2005	6	0.740487	0.0922819	-0.906272	0.0127658	31	0.569473	0.000826719	0.568494	0.00084795	53	0.875059	1.07006e-17	0.487059	0.000216888	71	1	0	1	0	7	0.978488	0.000128864	0.118499	0.800239	541	1	0	1	0	3	0.999177	0.0258321	0.465459	0.691778	0	0	1	0	1	0	0	1	0	1	18	0.965743	8.56418e-11	-0.212324	0.397635	4	0.980174	0.0198262	0.180684	0.819316	10	0.724039	0.0178987	0.591064	0.0719419	13	0.922789	6.99002e-06	0.546599	0.0532495	102	1	0	1	0	9	0.494816	0.17566	-0.407463	0.276361	16	0.919489	4.74256e-07	0.17631	0.513641	
10-2005	6	0.97341	0.0010511	0.371164	0.468821	34	0.665194	1.77119e-05	0.660353	2.14087e-05	43	0.687543	3.5228e-07	0.570301	6.53649e-05	105	1	0	1	0	5	0.252834	0.681546	-0.179444	0.772757	434	1	0	1	0	2	0.999991	-nan	0.656097	-nan	23	1	7.64178e-161	1	3.80151e-124	0	0	1	0	1	22	0.868116	1.64863e-07	0.253288	0.255393	5	0.967354	0.00704598	-0.721557	0.168815	5	0.954463	0.011585	0.869868	0.055239	11	0.963327	1.92309e-06	0.116337	0.733376	84	1	0	1	0	9	-0.185406	0.632947	-0.290991	0.447451	12	0.933607	9.08216e-06	0.00487142	0.988012	
11-2005	0	0	1	0	1	25	0.819817	5.31544e-07	0.73817	2.52898e-05	40	0.767738	7.43389e-09	0.515025	0.000672602	84	1	0	1	0	5	0.950196	0.0132422	0.116377	0.852159	421	1	0	1	0	5	0.98528	0.0021391	-0.614688	0.2699	33	1	1.53631e-225	1	1.0585e-211	0	0	1	0	1	16	0.852591	2.72136e-05	0.691802	0.00298767	5	0.938253	0.0182471	-0.835497	0.078087	6	0.877496	0.0215915	0.569401	0.238203	13	0.997248	8.77529e-14	0.455274	0.117982	132	1	0	1	0	12	0.466416	0.126397	0.137481	0.67005	16	0.975585	1.2999e-10	-0.328198	0.214593	
12-2005	0	0	1	0	1	17	0.486089	0.0478881	0.790386	0.000159322	42	0.792231	4.10122e-10	0.507693	0.000599189	83	1	0	1	0	5	0.913204	0.0302935	-0.793775	0.108876	398	1	0	1	0	3	-0.454033	0.69997	-0.946014	0.21014	78	1	0	1	0	0	0	1	0	1	12	0.774589	0.00309458	0.265929	0.403476	6	0.98883	0.000186442	-0.00270237	0.995946	7	-0.0640286	0.891524	0.701198	0.079178	13	0.985889	6.88513e-10	0.452333	0.120677	106	1	0	1	0	9	0.576472	0.104202	0.416793	0.264426	13	0.988759	1.98213e-10	0.724252	0.0051158	
1-2006	0	0	1	0	1	21	0.850734	1.0277e-06	0.369128	0.0996133	44	0.809594	2.86346e-11	0.7083	7.51119e-08	80	1	0	1	0	5	0.927022	0.0234052	0.569866	0.315874	438	1	0	1	0	4	0.9598	0.0401997	0.187955	0.812045	131	1	0	1	0	0	0	1	0	1	10	0.59217	0.0712776	-0.0273838	0.940143	5	0.981506	0.00301061	-0.23251	0.706649	5	0.280086	0.648103	-0.0110663	0.98591	14	0.951502	1.69156e-07	0.613197	0.0197038	123	1	0	1	0	10	0.856993	0.00153415	0.114089	0.753653	14	0.946819	2.91091e-07	0.594911	0.0248234	
2-2006	0	0	1	0	1	20	0.562395	0.00984603	0.59611	0.00553929	29	0.552116	0.00190109	0.221876	0.247367	97	1	0	1	0	6	0.996675	1.65605e-05	-0.572617	0.234952	463	1	0	1	0	4	0.875935	0.124065	0.547888	0.452112	69	1	1.00796e-295	1	3.13603e-296	0	0	1	0	1	9	-0.141367	0.716763	0.405779	0.278544	2	1	-nan	-1	-nan	4	0.2052	0.7948	0.438837	0.561163	13	0.905829	2.01508e-05	0.47436	0.101468	119	1	0	1	0	6	-0.117484	0.824584	-0.803349	0.054205	15	0.976255	5.12707e-10	0.781229	0.000584025	
3-2006	7	0.900602	0.00566717	-0.152314	0.744413	14	-0.0954524	0.745489	0.74984	0.00201316	39	0.635891	1.36021e-05	0.629448	1.76515e-05	97	1	0	1	0	7	0.978325	0.000131304	-0.0484133	0.917907	491	1	0	1	0	7	0.990788	1.55682e-05	-0.220262	0.635075	102	1	0	1	0	0	0	1	0	1	13	0.336164	0.261434	0.427657	0.144923	3	0.999421	0.0216669	0.994961	0.0639382	7	0.962794	0.000502644	0.708775	0.0745888	12	0.826561	0.000916491	0.217662	0.496773	106	1	0	1	0	5	0.886275	0.0452447	-0.985174	0.00216227	17	0.899525	8.95535e-07	0.365688	0.148883	
4-2006	12	0.974845	7.60425e-08	0.0827954	0.798096	23	0.50321	0.0143788	0.427037	0.042123	42	0.8578	3.97299e-13	0.684029	5.91518e-07	87	1	0	1	0	6	0.720983	0.105915	-0.143768	0.785834	482	1	0	1	0	4	0.989138	0.0108619	-0.847838	0.152162	64	1	7.70275e-309	1	1.52589e-305	0	0	1	0	1	17	0.283442	0.270266	0.248281	0.336614	5	0.980475	0.00326535	-0.122886	0.843931	6	0.99835	4.08021e-06	0.552291	0.255795	10	0.907434	0.00028688	-0.223988	0.533877	112	1	0	1	0	7	0.786072	0.0360947	-0.342016	0.45273	15	0.929792	5.26176e-07	-0.375466	0.167861	
5-2006	4	0.743221	0.256779	0.203118	0.796882	31	0.758038	7.847e-07	0.623559	0.0001785	52	0.854308	8.05498e-16	0.605006	2.02649e-06	87	1	0	1	0	5	0.953552	0.0119324	0.874313	0.0524694	614	1	0	1	0	5	0.822722	0.08718	0.0814326	0.896431	21	1	9.67202e-118	1	3.95909e-110	0	0	1	0	1	15	0.492674	0.0620628	0.288741	0.296618	6	0.979207	0.000643998	0.157244	0.766078	7	0.911948	0.00421214	0.434203	0.330349	12	0.993174	1.15401e-10	0.139509	0.665431	111	1	0	1	0	9	0.956716	5.32443e-05	-0.0751572	0.84761	13	0.978037	7.72937e-09	0.598733	0.030613	
6-2006	7	0.944432	0.00135663	-0.0908002	0.846487	41	0.913685	7.77841e-17	0.431739	0.0048236	58	0.887491	1.71315e-20	0.531367	1.773e-05	91	1	0	1	0	5	0.972718	0.00538706	0.363384	0.547719	708	1	0	1	0	0	0	1	0	1	8	1	5.47723e-31	-nan	-nan	0	0	1	0	1	22	0.666893	0.00069951	-0.354825	0.105156	4	0.964138	0.0358623	-0.3921	0.6079	14	0.917161	3.8951e-06	0.185245	0.526063	13	0.958489	2.46798e-07	-0.383802	0.195438	95	1	0	1	0	6	0.958887	0.00250063	0.426599	0.398919	13	0.980101	4.50871e-09	0.461212	0.112663	
7-2006	12	0.93826	6.36597e-06	0.411048	0.184366	33	0.761785	2.61299e-07	0.671215	1.90623e-05	53	0.863455	8.9061e-17	0.49639	0.000156665	87	1	0	1	0	4	0.816208	0.183792	-0.596624	0.403376	625	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	24	0.774819	8.78572e-06	-0.5409	0.00634866	5	0.964959	0.00783248	0.130525	0.834283	15	0.994217	5.50937e-14	0.110671	0.694577	13	0.99161	3.98903e-11	0.646846	0.0168741	78	1	0	1	1.82246e-319	8	0.914503	0.00146395	0.61027	0.108104	18	0.957951	4.3057e-10	0.570825	0.0133576	
8-2006	10	0.966241	5.45531e-06	-0.503357	0.138036	30	0.475467	0.00792032	0.837137	8.11349e-09	53	0.9056	1.23012e-20	0.435937	0.00110288	83	1	0	1	0	6	0.895237	0.0158879	-0.83146	0.040215	608	1	0	1	0	6	0.999756	8.91964e-08	0.384626	0.451512	0	0	1	0	1	0	0	1	0	1	24	0.547342	0.00563634	-0.763728	1.40926e-05	6	0.988105	0.000211378	0.260697	0.617814	8	0.964627	0.00010774	0.435363	0.280979	11	0.955318	4.62374e-06	0.670047	0.0240792	69	1	2.57431e-304	1	3.21809e-257	9	0.985095	1.312e-06	0.696242	0.0372101	16	0.8763	8.51712e-06	0.561666	0.0235667	
9-2006	7	0.978522	0.000128354	0.182149	0.695879	30	0.536977	0.00221679	0.618764	0.00026748	48	0.898672	4.45276e-18	0.580127	1.54864e-05	83	1	0	1	0	5	0.943157	0.0161293	-0.424337	0.4764	544	1	0	1	0	5	0.970931	0.0059236	-0.502677	0.388053	0	0	1	0	1	0	0	1	0	1	15	0.770578	0.000773652	-0.155659	0.579606	5	0.989599	0.0012713	0.844797	0.0716649	11	0.527161	0.0956483	0.57412	0.0647396	14	0.840975	0.000164249	-0.0188558	0.948987	99	1	0	1	0	7	0.765265	0.0449762	-0.0677574	0.885235	17	0.916829	2.28465e-07	0.388484	0.123312	
10-2006	6	0.998009	5.94501e-06	0.267524	0.608287	28	0.843592	1.72616e-08	0.419701	0.0261886	51	0.628327	7.95863e-07	0.545588	3.46613e-05	69	1	0	1	0	6	0.90806	0.0122908	0.548259	0.260011	553	1	0	1	0	4	0.995272	0.00472758	-0.955979	0.0440206	0	0	1	0	1	0	0	1	0	1	18	0.940146	6.85829e-09	0.258615	0.300108	5	0.995223	0.000396013	0.112457	0.857118	11	0.706935	0.0149917	0.475979	0.138897	13	0.861249	0.000155399	-0.236447	0.436718	81	1	0	1	1.77864e-322	7	0.416497	0.35263	-0.13014	0.780934	13	0.891801	4.2063e-05	0.395031	0.181579	
11-2006	4	0.959705	0.0402953	0.405563	0.594437	26	0.445492	0.022561	0.217447	0.28594	40	0.798834	6.50358e-10	0.733306	7.3769e-08	87	1	0	1	0	6	0.764255	0.076813	-0.220237	0.674986	423	1	0	1	0	3	0.999616	0.0176396	-0.455504	0.698918	14	1	2.33697e-77	-nan	-nan	0	0	1	0	1	16	0.107164	0.692823	0.782811	0.000336663	3	0.910331	0.271654	-0.864326	0.33549	10	0.600856	0.0661981	-0.372069	0.289721	10	0.857025	0.00153283	0.49916	0.141889	93	1	0	1	0	8	0.97994	1.98796e-05	0.29143	0.483719	15	0.995794	6.98808e-15	0.773831	0.000711085	
12-2006	1	-nan	-nan	-nan	-nan	13	0.800844	0.00100301	0.515556	0.0713446	25	0.850959	7.04921e-08	0.725181	4.11159e-05	87	1	0	1	0	6	0.681458	0.136042	-0.290896	0.575964	424	1	0	1	0	2	1	-nan	-1	-nan	21	1	2.13322e-111	1	3.41187e-102	0	0	1	0	1	6	0.439093	0.38369	0.510485	0.300787	2	1	-nan	1	-nan	11	0.305955	0.360184	0.574584	0.0644735	14	0.970743	8.50119e-09	0.539974	0.0462412	111	1	0	1	0	4	0.994308	0.00569212	-0.757381	0.242619	14	0.984836	1.6992e-10	0.657123	0.0106651	
1-2007	2	-nan	-nan	-1	-nan	18	0.962086	1.90595e-10	0.21718	0.386673	28	0.818775	1.00861e-07	0.816054	1.20424e-07	93	1	0	1	0	5	0.904903	0.0346971	0.457808	0.438155	401	1	0	1	0	8	0.932542	0.000729144	-0.210056	0.617577	50	1	4.75102e-248	1	4.91727e-235	0	0	1	0	1	12	0.389686	0.210503	0.176185	0.583871	4	0.975423	0.024577	-0.337177	0.662823	12	-0.130125	0.686891	0.501138	0.0969712	14	0.936168	8.50307e-07	0.218481	0.453013	109	1	0	1	0	4	0.961591	0.0384086	-0.854639	0.145361	15	0.992776	2.33385e-13	0.672578	0.0060086	
2-2007	3	0.760494	0.449914	0.978602	0.131933	18	0.629013	0.00516551	0.448278	0.0620735	30	0.4986	0.00504082	0.523307	0.00300296	87	1	0	1	0	4	0.548042	0.451958	0.929366	0.070634	356	1	0	1	0	8	0.720816	0.0436465	-0.701154	0.0526628	55	1	1.19105e-235	1	2.06268e-234	0	0	1	0	1	9	0.44905	0.225316	-0.215939	0.576831	5	0.997781	0.000125401	0.255429	0.678349	12	0.52357	0.0806363	0.485343	0.109718	13	0.928694	4.56536e-06	-0.307406	0.306921	81	1	0	1	0	6	0.889618	0.0176038	-0.26086	0.617585	17	0.954407	2.81063e-09	0.645151	0.00516435	
3-2007	5	0.185337	0.765379	0.177206	0.775561	28	0.620934	0.00042208	0.0829542	0.674731	31	0.502659	0.0039531	0.424185	0.0173955	99	1	0	1	0	6	0.931678	0.0068423	-0.177892	0.735977	508	1	0	1	0	7	0.754287	0.0500983	-0.0725122	0.877223	51	1	4.69767e-249	1	4.12343e-241	0	0	1	0	1	6	0.143839	0.78573	0.697276	0.123591	4	0.982802	0.0171978	-0.988624	0.0113759	12	0.642023	0.0243927	0.290483	0.359701	13	0.956451	3.19966e-07	0.244805	0.420186	96	1	0	1	0	9	0.979367	4.07167e-06	-0.335282	0.377762	14	0.960284	5.20024e-08	0.656902	0.0107007	
4-2007	15	0.427276	0.112162	0.0796343	0.777857	27	0.836508	5.47145e-08	0.479237	0.0114311	24	0.620626	0.00121284	0.679134	0.000263126	93	1	0	1	0	7	0.970011	0.000294337	-0.815935	0.0252149	505	1	0	1	0	8	0.597947	0.117422	-0.0826704	0.845698	42	1	1.3002e-208	1	3.72475e-197	0	0	1	0	1	4	0.783299	0.216701	0.665925	0.334075	5	0.968161	0.00678701	-0.156427	0.801647	10	0.929716	9.80168e-05	0.663364	0.0365188	12	0.961422	6.30665e-07	-0.180871	0.573741	102	1	0	1	0	8	0.94343	0.000433588	-0.0384021	0.928067	13	0.929889	4.16961e-06	-0.424909	0.147806	
5-2007	9	0.9861	1.02858e-06	-0.568298	0.110375	28	0.915929	8.25684e-12	0.351025	0.0670197	36	0.766853	4.92386e-08	0.761007	7.14046e-08	81	1	0	1	0	6	0.932986	0.0065858	0.483917	0.330785	486	1	0	1	0	6	0.118918	0.822464	-0.873193	0.0231006	50	1	5.97656e-287	1	1.59309e-273	0	0	1	0	1	13	0.284641	0.345896	0.196009	0.521013	3	0.983169	0.116966	-0.999889	0.00947069	10	0.97927	7.88044e-07	0.0876782	0.809672	10	0.987829	9.46176e-08	-0.6328	0.0495731	87	1	0	1	0	6	0.99205	9.45522e-05	-0.296767	0.567918	12	0.949989	2.26475e-06	0.435112	0.157457	
6-2007	12	0.954209	1.46796e-06	-0.370235	0.236159	28	0.889464	2.48371e-10	0.392	0.0391037	38	0.824662	1.95126e-10	0.663798	5.54433e-06	87	1	0	1	0	5	0.951528	0.0127172	-0.210027	0.734565	482	1	0	1	0	7	0.536924	0.213983	0.346348	0.446644	13	1	8.56211e-86	-8.40655e-11	1	0	0	1	0	1	17	0.549784	0.0222365	-0.241681	0.350029	6	0.943026	0.00477657	0.16876	0.749264	7	0.957753	0.000688726	0.793132	0.0333256	12	0.981936	1.46972e-08	-0.328236	0.297582	60	1	1.30761e-259	1	1.56858e-224	7	0.973638	0.000213659	-0.10997	0.814435	13	0.993246	1.21395e-11	0.241908	0.42588	
7-2007	10	0.695417	0.0255614	-0.347113	0.325754	29	0.571428	0.00120406	0.381319	0.0412523	37	0.737555	1.91311e-07	0.611658	5.76698e-05	71	1	1.81634e-313	1	4.2389e-293	6	0.901142	0.0141764	0.50794	0.303615	493	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	21	0.933272	6.83162e-10	-0.297318	0.190572	4	0.98107	0.0189303	-0.26929	0.73071	9	0.982498	2.29598e-06	0.304784	0.425177	14	0.921054	2.94332e-06	-0.148076	0.613423	87	1	0	1	0	12	0.962634	5.38743e-07	-0.046255	0.886493	15	0.912001	2.18629e-06	0.266499	0.336994	
8-2007	11	0.955017	4.76353e-06	-0.722138	0.0120868	20	0.659851	0.00154734	0.291034	0.213168	40	0.870928	2.75872e-13	0.628333	1.41808e-05	72	1	7.66943e-304	1	5.39785e-294	8	0.958245	0.000176343	-0.330235	0.424354	466	1	0	1	0	5	0.557186	0.32921	-0.928233	0.022829	0	0	1	0	1	0	0	1	0	1	14	0.951899	1.61144e-07	-0.563748	0.0357632	3	0.976573	0.138071	-0.898348	0.289536	10	0.819621	0.0037024	0.304278	0.39267	14	0.964488	2.68205e-08	0.253136	0.382558	85	1	0	1	0	9	0.670527	0.0480791	-0.450288	0.223883	15	0.962666	9.39805e-09	0.546513	0.0350327	
9-2007	7	0.577118	0.174902	-0.918052	0.00353158	25	0.881697	5.79353e-09	0.507655	0.00958305	32	0.718325	3.66671e-06	0.611261	0.000202038	64	1	0	1	0	8	0.948865	0.000321574	0.17147	0.68474	499	1	0	1	0	5	0.547846	0.339123	-0.975308	0.00464026	0	0	1	0	1	0	0	1	0	1	10	0.966412	5.34708e-06	0.291354	0.414064	4	0.996192	0.00380794	-0.35026	0.64974	8	0.741582	0.0352133	0.213749	0.611261	12	0.867596	0.000255518	0.00911723	0.977566	78	1	0	1	4.56524e-290	7	0.984601	5.60498e-05	0.725807	0.0648079	15	0.919453	1.25288e-06	0.266476	0.337036	
10-2007	6	0.999887	1.91493e-08	-0.256114	0.624228	20	0.512382	0.0208963	0.110307	0.643392	31	0.357215	0.0485192	0.639056	0.000109019	81	1	0	1	0	8	0.789365	0.0198278	-0.217383	0.605065	498	1	0	1	0	3	0.376978	0.753926	-0.368717	0.759594	0	0	1	0	1	0	0	1	0	1	17	0.821318	5.29686e-05	0.483056	0.0495066	5	0.998476	7.14257e-05	0.28993	0.636088	9	0.66863	0.0489525	0.663666	0.051286	12	0.841308	0.000603343	-0.121515	0.70677	69	1	2.04476e-299	1	7.67948e-260	4	0.944419	0.0555814	0.91662	0.08338	12	0.871357	0.000222703	0.170755	0.595697	
11-2007	1	-nan	-nan	-nan	-nan	18	0.742265	0.000419616	0.623593	0.00568705	28	0.79481	4.38176e-07	0.698178	3.61213e-05	69	1	0	1	0	6	0.835696	0.0382757	0.175975	0.738762	429	1	0	1	0	2	1	-nan	-1	-nan	21	1	-nan	1	5.3613e-132	0	0	1	0	1	15	0.397432	0.142392	0.899953	4.88635e-06	5	0.998094	9.98876e-05	0.318928	0.600922	7	0.314834	0.491612	0.651734	0.112718	2	1	-nan	1	-nan	94	1	0	1	0	4	0.99981	0.000189865	-0.0625435	0.937456	12	0.667634	0.0176745	0.48235	0.112252	
12-2007	0	0	1	0	1	16	0.605603	0.0129131	0.558545	0.0245229	22	0.87157	1.28344e-07	0.723062	0.000143578	75	1	0	1	0	6	0.841724	0.0355945	0.747151	0.087816	377	1	0	1	0	2	1	-nan	1	-nan	21	1	3.65566e-107	1	1.94381e-99	0	0	1	0	1	9	0.618376	0.0758807	0.359034	0.342665	5	0.985132	0.00217142	-0.628083	0.256537	4	0.196035	0.803965	0.489112	0.510888	10	0.987823	9.4806e-08	0.48909	0.151402	92	1	0	1	0	4	0.40423	0.59577	-0.997728	0.00227176	16	0.979353	4.06113e-11	0.209954	0.435125	
1-2008	0	0	1	0	1	18	0.993348	1.88668e-16	0.625197	0.00552842	25	0.798783	1.69408e-06	0.711775	6.60607e-05	85	1	0	1	0	6	0.831706	0.0401011	0.525632	0.284165	380	1	0	1	0	3	0.964519	0.170094	-0.992616	0.0774105	36	1	2.02252e-162	1	7.47615e-154	0	0	1	0	1	5	0.480116	0.41307	0.962472	0.00867777	6	0.989503	0.000164709	0.450743	0.369674	5	-0.325953	0.592454	0.0298458	0.962005	14	0.980254	8.20306e-10	0.472401	0.0880645	103	1	0	1	0	4	-0.862763	0.137237	-0.555691	0.444309	14	0.976305	2.42824e-09	0.139472	0.634403	
2-2008	0	0	1	0	1	21	0.380573	0.0887659	0.698619	0.000427043	34	0.262858	0.133113	0.687589	7.03472e-06	89	1	0	1	0	5	0.807889	0.0981145	0.215219	0.728105	455	1	0	1	0	3	0.188938	0.878991	-0.843639	0.360817	45	1	1.40721e-177	1	2.57479e-178	0	0	1	0	1	8	0.0483206	0.90954	0.425646	0.293069	4	0.927358	0.0726419	-0.842548	0.157452	7	0.713485	0.0718106	-0.238237	0.606936	14	0.970936	8.17325e-09	-0.0979456	0.739049	88	1	0	1	0	4	0.760891	0.239109	-0.950018	0.0499822	16	0.857846	2.14185e-05	-0.130555	0.629856	
3-2008	5	0.553762	0.332835	-0.0952849	0.878863	25	0.847879	8.77761e-08	0.542194	0.00511229	33	0.455179	0.00777597	0.409263	0.0180291	78	1	0	1	0	6	0.914465	0.0106615	0.556254	0.251677	527	1	0	1	0	4	0.878739	0.121261	-0.215954	0.784046	52	1	1.1827e-211	1	1.18542e-210	0	0	1	0	1	4	-0.00245856	0.997541	0.439863	0.560137	4	0.991988	0.00801163	0.528441	0.471559	9	0.682237	0.0429071	0.219772	0.569915	15	0.790753	0.000448282	0.258388	0.352453	76	1	0	1	0	4	0.99904	0.000959521	0.751987	0.248013	15	0.97114	1.79965e-09	0.224874	0.420373	
4-2008	6	0.937864	0.00567132	-0.94751	0.00406045	13	0.976599	1.09234e-08	0.475963	0.100157	20	0.338794	0.143961	0.355285	0.124236	52	1	1.27418e-282	1	2.03371e-262	6	0.982502	0.000456579	0.330346	0.522505	481	1	0	1	0	2	0.938344	-nan	0.785599	-nan	60	1	3.11465e-288	1	7.49999e-289	0	0	1	0	1	5	-0.0586471	0.925371	0.318509	0.601426	4	0.976578	0.0234222	0.207129	0.792871	8	0.954807	0.000223	0.309044	0.456381	14	0.905018	8.61528e-06	-0.2536	0.381658	90	1	0	1	0	4	0.956319	0.0436809	0.00626449	0.993736	14	0.996215	4.21188e-14	0.385749	0.173134	
5-2008	5	0.82752	0.0837283	0.216098	0.727013	18	0.967618	5.49149e-11	0.680859	0.00186819	35	0.447765	0.00699144	0.412079	0.0139031	63	1	0	1	5.37705e-308	6	0.989101	0.000177523	-0.181199	0.731177	478	1	0	1	0	5	0.914146	0.0298061	-0.444801	0.452934	29	1	1.05983e-189	1	9.5982e-177	0	0	1	0	1	13	0.499195	0.0824361	0.117182	0.703018	6	0.995898	2.52093e-05	0.413617	0.414956	9	0.980898	3.11308e-06	-0.012051	0.975453	13	0.92761	4.94981e-06	-0.295763	0.32653	102	1	0	1	0	4	0.063654	0.936346	-0.730533	0.269467	16	0.920461	4.36748e-07	-0.789993	0.000271593	
6-2008	5	0.971956	0.00561393	-0.611196	0.273413	23	0.664277	0.000546424	0.0324861	0.883015	33	0.40722	0.0186692	0.565636	0.000602583	59	1	3.83971e-270	1	1.3658e-260	6	0.998798	2.16599e-06	-0.58333	0.224251	574	1	0	1	0	5	0.796784	0.106554	-0.0183921	0.976584	0	0	1	0	1	0	0	1	0	1	15	0.840544	8.70982e-05	0.284425	0.304219	4	0.926163	0.0738375	-0.515129	0.484871	8	0.78625	0.0206683	-0.790735	0.019465	14	0.986363	9.01681e-11	-0.302625	0.292953	94	1	0	1	0	4	0.775651	0.224349	-0.323505	0.676495	16	0.984907	4.59699e-12	-0.731253	0.00128733	
7-2008	8	0.974139	4.2404e-05	-0.375276	0.359629	26	0.66237	0.000227444	0.123628	0.547379	37	0.609225	6.28713e-05	0.310142	0.0617441	63	1	2.67597e-290	1	4.6509e-291	7	0.996466	1.42318e-06	0.464855	0.293263	483	1	0	1	0	3	0.989886	0.0906185	0.843573	0.360896	0	0	1	0	1	0	0	1	0	1	16	0.757985	0.000668487	-0.151431	0.575592	8	0.973847	4.38462e-05	-0.0919902	0.828489	8	0.88903	0.00313831	-0.191225	0.650097	17	0.985534	5.60927e-13	0.447034	0.0720079	82	1	0	1	1.47022e-308	4	0.798188	0.201812	-0.186076	0.813924	16	0.80218	0.000185054	-0.0691399	0.799164	
8-2008	8	0.693276	0.0565638	-0.424988	0.293897	25	0.60689	0.00129684	0.0938812	0.655336	25	0.764836	8.49274e-06	0.40444	0.0449332	56	1	9.80627e-250	1	1.30178e-243	7	0.998971	6.51564e-08	0.230945	0.618306	542	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	13	0.635272	0.0196413	0.0854938	0.781242	7	0.978027	0.000135853	0.329636	0.470293	7	0.730815	0.0620721	0.14704	0.753067	17	0.996098	3.12154e-17	0.730955	0.000857879	85	1	0	1	0	4	0.907319	0.0926809	-0.907107	0.0928931	16	0.738577	0.00108399	0.330318	0.21147	
9-2008	6	0.906649	0.0126648	0.350425	0.495879	21	0.334502	0.138313	0.416157	0.0605939	33	0.590467	0.000297662	0.393561	0.0234523	52	1	3.43494e-274	1	5.35213e-256	8	0.888116	0.0032142	-0.159231	0.70645	520	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	12	0.958754	8.77094e-07	0.0409297	0.899499	4	0.992517	0.007483	0.0230017	0.976998	5	0.96858	0.00665402	0.352772	0.560335	14	0.972434	5.97004e-09	-0.168417	0.564924	96	1	0	1	0	3	0.508336	0.660522	-0.386313	0.747497	15	0.809784	0.000253369	-0.117735	0.67603	
10-2008	7	0.997366	6.82689e-07	0.702987	0.0780809	27	0.662122	0.000168559	0.508486	0.00676392	28	0.282129	0.145791	0.280877	0.147664	65	1	0	1	0	6	0.873206	0.023096	-0.4779	0.337724	451	1	0	1	0	2	-1	-nan	1	-nan	0	0	1	0	1	0	0	1	0	1	21	0.832895	2.79079e-06	0.336761	0.135505	5	0.99986	1.98069e-06	0.693179	0.194351	7	0.486853	0.267857	0.632245	0.127631	18	0.960705	2.52652e-10	-0.0794613	0.753962	76	1	0	1	5.70596e-317	3	0.999994	0.002142	0.800241	0.40941	14	0.941091	5.3104e-07	0.42871	0.126138	
11-2008	1	-nan	-nan	-nan	-nan	22	0.68897	0.000391075	0.452799	0.0343366	23	0.440074	0.0356035	0.729803	7.73994e-05	81	1	0	1	0	6	0.509096	0.30233	-0.459743	0.358973	345	1	0	1	0	2	1	-nan	-1	-nan	0	0	1	0	1	0	0	1	0	1	15	0.813314	0.00022637	0.0983794	0.727229	5	0.994504	0.000488671	-0.588766	0.296259	7	0.254998	0.581037	0.347806	0.444602	13	0.976911	1.01535e-08	-0.165955	0.587922	73	1	1.10382e-311	1	2.87974e-290	3	0.93035	0.239006	0.0285997	0.98179	15	0.853729	5.13904e-05	0.0596934	0.832636	
12-2008	0	0	1	0	1	15	0.742079	0.00153627	0.71867	0.00253875	26	0.432959	0.0271527	0.599193	0.00121802	69	1	0	1	0	6	0.945093	0.00443943	-0.110831	0.834435	380	1	0	1	0	2	1	-nan	-1	-nan	40	1	5.81835e-191	1	1.45412e-179	0	0	1	0	1	8	-0.0525106	0.901724	0.453766	0.258765	5	0.974125	0.00497685	-0.666831	0.218946	5	0.626807	0.257803	0.301161	0.622428	12	0.898249	7.2251e-05	0.129851	0.68752	64	1	5.42357e-279	1	2.15159e-256	3	0.805712	0.403566	-0.288391	0.81376	14	0.969988	9.88983e-09	0.538514	0.0469505	
